Submission Date,Your Name,The Name of Your Organization,Your Job Title,Please select the option/s that apply to you,z_code_relation_type,z_code_raw,z_code_label,z_code,Count Specializations,Count Interferences,NORMALIZED COUNT SPECIALTIES,NORMALIZED COUNT INTERFERENCES,Z_Group
11/7/2025,Chandra Carlisle,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Illiteracy and low-level literacy (Z55.0),Illiteracy and low-level literacy,Z55.0,1,12,0.1,0.7,55
11/7/2025,Chandra Carlisle,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Schooling unavailable and unattainable (Z55.1),Schooling unavailable and unattainable,Z55.1,1,7,0.1,0.4,55
11/7/2025,Chandra Carlisle,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,"Unemployment, unspecified (Z56.0)","Unemployment, unspecified",Z56.0,4,19,0.2,1.1,56
11/7/2025,Chandra Carlisle,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Homelessness (Z59.0),Homelessness,Z59.0,9,19,0.5,1.1,59
11/7/2025,Chandra Carlisle,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Inadequate housing (Z59.1),Inadequate housing,Z59.1,8,20,0.4,1.1,59
11/7/2025,Chandra Carlisle,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Extreme poverty (Z59.5),Extreme poverty,Z59.5,7,18,0.4,1.0,59
11/7/2025,Chandra Carlisle,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Low income (Z59.6),Low income,Z59.6,10,20,0.6,1.1,59
11/7/2025,Chandra Carlisle,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Insufficient social insurance and welfare support (Z59.7),Insufficient social insurance and welfare support,Z59.7,7,15,0.4,0.8,59
11/7/2025,Chandra Carlisle,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Conviction in civil and criminal proceedings without imprisonment (Z65.0),Conviction in civil and criminal proceedings without imprisonment,Z65.0,14,14,0.8,0.8,65
11/7/2025,Chandra Carlisle,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Imprisonment and other incarceration (Z65.1),Imprisonment and other incarceration,Z65.1,18,19,1.0,1.1,65
11/7/2025,Chandra Carlisle,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Problems related to the release from prison (Z65.2),Problems related to the release from prison,Z65.2,12,17,0.7,0.9,65
11/7/2025,Chandra Carlisle,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Problems related to other legal circumstances (Z65.3),Problems related to other legal circumstances,Z65.3,16,19,0.9,1.1,65
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Homelessness (Z59.0),Homelessness,Z59.0,9,19,0.5,1.1,59
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Inadequate housing (Z59.1),Inadequate housing,Z59.1,8,20,0.4,1.1,59
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Low income (Z59.6),Low income,Z59.6,10,20,0.6,1.1,59
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Insufficient social insurance and welfare support (Z59.7),Insufficient social insurance and welfare support,Z59.7,7,15,0.4,0.8,59
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,"Problems related to housing and economic circumstances, unspecified (Z59.9)","Problems related to housing and economic circumstances, unspecified",Z59.9,8,12,0.4,0.7,59
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Unavailability and inaccessibility of health care facilities (Z75.3),Unavailability and inaccessibility of health care facilities,Z75.3,3,12,0.2,0.7,75
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Unavailability and inaccessibility of other helping agencies (Z75.4),Unavailability and inaccessibility of other helping agencies,Z75.4,4,10,0.2,0.6,75
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Problems of adjustment to life-cycle transitions (Z60.0),Problems of adjustment to life-cycle transitions,Z60.0,3,4,0.2,0.2,60
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Social exclusion and rejection (Z60.4),Social exclusion and rejection,Z60.4,2,9,0.1,0.5,60
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Upbringing away from parents (Z62.2),Upbringing away from parents,Z62.2,2,3,0.1,0.2,62
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Child in welfare custody (Z62.21),Child in welfare custody,Z62.21,3,6,0.2,0.3,62
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Institutional upbringing (Z62.22),Institutional upbringing,Z62.22,4,8,0.2,0.4,62
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Inappropriate or excessive parental pressure (Z62.6),Inappropriate or excessive parental pressure,Z62.6,2,3,0.1,0.2,62
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Personal history of physical or sexual abuse in childhood (Z62.810),Personal history of physical or sexual abuse in childhood,Z62.810,4,11,0.2,0.6,62
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Personal history of psychological abuse in childhood (Z62.811),Personal history of psychological abuse in childhood,Z62.811,4,11,0.2,0.6,62
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Personal history of neglect in childhood (Z62.812),Personal history of neglect in childhood,Z62.812,4,12,0.2,0.7,62
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Personal history of unspecified abuse in childhood (Z62.819),Personal history of unspecified abuse in childhood,Z62.819,4,11,0.2,0.6,62
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Parent-child conflict (Z62.82),Parent-child conflict,Z62.82,4,5,0.2,0.3,62
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Problems in relationship with spouse or partner (Z63.0),Problems in relationship with spouse or partner,Z63.0,4,11,0.2,0.6,63
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Absence of family member (Z63.3),Absence of family member,Z63.3,5,8,0.3,0.4,63
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Disappearance and death of family member (Z63.4),Disappearance and death of family member,Z63.4,3,9,0.2,0.5,63
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Disruption of family by separation and divorce (Z63.5),Disruption of family by separation and divorce,Z63.5,3,4,0.2,0.2,63
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Dependent relative needing care at home (Z63.6),Dependent relative needing care at home,Z63.6,3,4,0.2,0.2,63
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Alcoholism and drug addiction in family (Z63.72),Alcoholism and drug addiction in family,Z63.72,8,17,0.4,0.9,63
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Discord with counselors (Z64.4),Discord with counselors,Z64.4,2,6,0.1,0.3,64
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Conviction in civil and criminal proceedings without imprisonment (Z65.0),Conviction in civil and criminal proceedings without imprisonment,Z65.0,14,14,0.8,0.8,65
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Imprisonment and other incarceration (Z65.1),Imprisonment and other incarceration,Z65.1,18,19,1.0,1.1,65
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Problems related to the release from prison (Z65.2),Problems related to the release from prison,Z65.2,12,17,0.7,0.9,65
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Problems related to other legal circumstances (Z65.3),Problems related to other legal circumstances,Z65.3,16,19,0.9,1.1,65
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,specialize,Victim of crime and terrorism (Z65.4),Victim of crime and terrorism,Z65.4,7,13,0.4,0.7,65
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Illiteracy and low-level literacy (Z55.0),Illiteracy and low-level literacy,Z55.0,1,12,0.1,0.7,55
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Underachievement in school (Z55.3),Underachievement in school,Z55.3,1,7,0.1,0.4,55
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Educational maladjustment and discord with teachers and classmates (Z55.4),Educational maladjustment and discord with teachers and classmates,Z55.4,1,5,0.1,0.3,55
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,"Problems related to education and literacy, unspecified (Z55.9)","Problems related to education and literacy, unspecified",Z55.9,2,9,0.1,0.5,55
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,"Unemployment, unspecified (Z56.0)","Unemployment, unspecified",Z56.0,4,19,0.2,1.1,56
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Threat of job loss (Z56.2),Threat of job loss,Z56.2,2,9,0.1,0.5,56
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Unspecified problems related to employment (Z56.9),Unspecified problems related to employment,Z56.9,1,4,0.1,0.2,56
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Homelessness (Z59.0),Homelessness,Z59.0,9,19,0.5,1.1,59
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Inadequate housing (Z59.1),Inadequate housing,Z59.1,8,20,0.4,1.1,59
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,"Discord with neighbors, lodgers and landlord (Z59.2)","Discord with neighbors, lodgers and landlord",Z59.2,2,9,0.1,0.5,59
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Problems related to living in residential institution (Z59.3),Problems related to living in residential institution,Z59.3,2,5,0.1,0.3,59
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Extreme poverty (Z59.5),Extreme poverty,Z59.5,7,18,0.4,1.0,59
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Low income (Z59.6),Low income,Z59.6,10,20,0.6,1.1,59
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Insufficient social insurance and welfare support (Z59.7),Insufficient social insurance and welfare support,Z59.7,7,15,0.4,0.8,59
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,"Problems related to housing and economic circumstances, unspecified (Z59.9)","Problems related to housing and economic circumstances, unspecified",Z59.9,8,12,0.4,0.7,59
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Unavailability and inaccessibility of health care facilities (Z75.3),Unavailability and inaccessibility of health care facilities,Z75.3,3,12,0.2,0.7,75
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Unavailability and inaccessibility of other helping agencies (Z75.4),Unavailability and inaccessibility of other helping agencies,Z75.4,4,10,0.2,0.6,75
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Problems of adjustment to life-cycle transitions (Z60.0),Problems of adjustment to life-cycle transitions,Z60.0,3,4,0.2,0.2,60
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Social exclusion and rejection (Z60.4),Social exclusion and rejection,Z60.4,2,9,0.1,0.5,60
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Inadequate parental supervision and control (Z62.0),Inadequate parental supervision and control,Z62.0,2,4,0.1,0.2,62
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Upbringing away from parents (Z62.2),Upbringing away from parents,Z62.2,2,3,0.1,0.2,62
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Child in welfare custody (Z62.21),Child in welfare custody,Z62.21,3,6,0.2,0.3,62
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Institutional upbringing (Z62.22),Institutional upbringing,Z62.22,4,8,0.2,0.4,62
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Inappropriate or excessive parental pressure (Z62.6),Inappropriate or excessive parental pressure,Z62.6,2,3,0.1,0.2,62
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Personal history of physical or sexual abuse in childhood (Z62.810),Personal history of physical or sexual abuse in childhood,Z62.810,4,11,0.2,0.6,62
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Personal history of psychological abuse in childhood (Z62.811),Personal history of psychological abuse in childhood,Z62.811,4,11,0.2,0.6,62
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Personal history of neglect in childhood (Z62.812),Personal history of neglect in childhood,Z62.812,4,12,0.2,0.7,62
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Personal history of unspecified abuse in childhood (Z62.819),Personal history of unspecified abuse in childhood,Z62.819,4,11,0.2,0.6,62
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Parent-child conflict (Z62.82),Parent-child conflict,Z62.82,4,5,0.2,0.3,62
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Problems in relationship with spouse or partner (Z63.0),Problems in relationship with spouse or partner,Z63.0,4,11,0.2,0.6,63
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Absence of family member (Z63.3),Absence of family member,Z63.3,5,8,0.3,0.4,63
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Disappearance and death of family member (Z63.4),Disappearance and death of family member,Z63.4,3,9,0.2,0.5,63
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Disruption of family by separation and divorce (Z63.5),Disruption of family by separation and divorce,Z63.5,3,4,0.2,0.2,63
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Dependent relative needing care at home (Z63.6),Dependent relative needing care at home,Z63.6,3,4,0.2,0.2,63
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Alcoholism and drug addiction in family (Z63.72),Alcoholism and drug addiction in family,Z63.72,8,17,0.4,0.9,63
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Discord with counselors (Z64.4),Discord with counselors,Z64.4,2,6,0.1,0.3,64
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Conviction in civil and criminal proceedings without imprisonment (Z65.0),Conviction in civil and criminal proceedings without imprisonment,Z65.0,14,14,0.8,0.8,65
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Imprisonment and other incarceration (Z65.1),Imprisonment and other incarceration,Z65.1,18,19,1.0,1.1,65
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Problems related to the release from prison (Z65.2),Problems related to the release from prison,Z65.2,12,17,0.7,0.9,65
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Problems related to other legal circumstances (Z65.3),Problems related to other legal circumstances,Z65.3,16,19,0.9,1.1,65
11/3/2025,Lisa contris,Pierce County Department of Assigned Counsel,Attorney,Direct Service Provider,interfere,Victim of crime and terrorism (Z65.4),Victim of crime and terrorism,Z65.4,7,13,0.4,0.7,65
11/1/2025,Amanda Fernandez,Pierce County Department of Assigned Counsel,,attorney,specialize,Conviction in civil and criminal proceedings without imprisonment (Z65.0),Conviction in civil and criminal proceedings without imprisonment,Z65.0,14,14,0.8,0.8,65
11/1/2025,Amanda Fernandez,Pierce County Department of Assigned Counsel,,attorney,specialize,Imprisonment and other incarceration (Z65.1),Imprisonment and other incarceration,Z65.1,18,19,1.0,1.1,65
11/1/2025,Amanda Fernandez,Pierce County Department of Assigned Counsel,,attorney,specialize,Problems related to other legal circumstances (Z65.3),Problems related to other legal circumstances,Z65.3,16,19,0.9,1.1,65
11/1/2025,Amanda Fernandez,Pierce County Department of Assigned Counsel,,attorney,interfere,Homelessness (Z59.0),Homelessness,Z59.0,9,19,0.5,1.1,59
11/1/2025,Amanda Fernandez,Pierce County Department of Assigned Counsel,,attorney,interfere,Inadequate housing (Z59.1),Inadequate housing,Z59.1,8,20,0.4,1.1,59
11/1/2025,Amanda Fernandez,Pierce County Department of Assigned Counsel,,attorney,interfere,Problems related to living in residential institution (Z59.3),Problems related to living in residential institution,Z59.3,2,5,0.1,0.3,59
11/1/2025,Amanda Fernandez,Pierce County Department of Assigned Counsel,,attorney,interfere,Low income (Z59.6),Low income,Z59.6,10,20,0.6,1.1,59
11/1/2025,Amanda Fernandez,Pierce County Department of Assigned Counsel,,attorney,interfere,Unavailability and inaccessibility of health care facilities (Z75.3),Unavailability and inaccessibility of health care facilities,Z75.3,3,12,0.2,0.7,75
11/1/2025,Amanda Fernandez,Pierce County Department of Assigned Counsel,,attorney,interfere,Unavailability and inaccessibility of other helping agencies (Z75.4),Unavailability and inaccessibility of other helping agencies,Z75.4,4,10,0.2,0.6,75
11/1/2025,Amanda Fernandez,Pierce County Department of Assigned Counsel,,attorney,interfere,Social exclusion and rejection (Z60.4),Social exclusion and rejection,Z60.4,2,9,0.1,0.5,60
11/1/2025,Amanda Fernandez,Pierce County Department of Assigned Counsel,,attorney,interfere,Conviction in civil and criminal proceedings without imprisonment (Z65.0),Conviction in civil and criminal proceedings without imprisonment,Z65.0,14,14,0.8,0.8,65
11/1/2025,Amanda Fernandez,Pierce County Department of Assigned Counsel,,attorney,interfere,Imprisonment and other incarceration (Z65.1),Imprisonment and other incarceration,Z65.1,18,19,1.0,1.1,65
11/1/2025,Amanda Fernandez,Pierce County Department of Assigned Counsel,,attorney,interfere,Problems related to other legal circumstances (Z65.3),Problems related to other legal circumstances,Z65.3,16,19,0.9,1.1,65
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Unspecified problems related to employment (Z56.9),Unspecified problems related to employment,Z56.9,1,4,0.1,0.2,56
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Homelessness (Z59.0),Homelessness,Z59.0,9,19,0.5,1.1,59
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Inadequate housing (Z59.1),Inadequate housing,Z59.1,8,20,0.4,1.1,59
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Extreme poverty (Z59.5),Extreme poverty,Z59.5,7,18,0.4,1.0,59
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Low income (Z59.6),Low income,Z59.6,10,20,0.6,1.1,59
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Insufficient social insurance and welfare support (Z59.7),Insufficient social insurance and welfare support,Z59.7,7,15,0.4,0.8,59
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,"Problems related to housing and economic circumstances, unspecified (Z59.9)","Problems related to housing and economic circumstances, unspecified",Z59.9,8,12,0.4,0.7,59
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Problems of adjustment to life-cycle transitions (Z60.0),Problems of adjustment to life-cycle transitions,Z60.0,3,4,0.2,0.2,60
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Inadequate parental supervision and control (Z62.0),Inadequate parental supervision and control,Z62.0,2,4,0.1,0.2,62
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Institutional upbringing (Z62.22),Institutional upbringing,Z62.22,4,8,0.2,0.4,62
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Personal history of physical or sexual abuse in childhood (Z62.810),Personal history of physical or sexual abuse in childhood,Z62.810,4,11,0.2,0.6,62
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Personal history of psychological abuse in childhood (Z62.811),Personal history of psychological abuse in childhood,Z62.811,4,11,0.2,0.6,62
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Personal history of neglect in childhood (Z62.812),Personal history of neglect in childhood,Z62.812,4,12,0.2,0.7,62
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Personal history of unspecified abuse in childhood (Z62.819),Personal history of unspecified abuse in childhood,Z62.819,4,11,0.2,0.6,62
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Parent-child conflict (Z62.82),Parent-child conflict,Z62.82,4,5,0.2,0.3,62
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Absence of family member (Z63.3),Absence of family member,Z63.3,5,8,0.3,0.4,63
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Disappearance and death of family member (Z63.4),Disappearance and death of family member,Z63.4,3,9,0.2,0.5,63
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Alcoholism and drug addiction in family (Z63.72),Alcoholism and drug addiction in family,Z63.72,8,17,0.4,0.9,63
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Conviction in civil and criminal proceedings without imprisonment (Z65.0),Conviction in civil and criminal proceedings without imprisonment,Z65.0,14,14,0.8,0.8,65
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Imprisonment and other incarceration (Z65.1),Imprisonment and other incarceration,Z65.1,18,19,1.0,1.1,65
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Problems related to the release from prison (Z65.2),Problems related to the release from prison,Z65.2,12,17,0.7,0.9,65
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Problems related to other legal circumstances (Z65.3),Problems related to other legal circumstances,Z65.3,16,19,0.9,1.1,65
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,specialize,Victim of crime and terrorism (Z65.4),Victim of crime and terrorism,Z65.4,7,13,0.4,0.7,65
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Illiteracy and low-level literacy (Z55.0),Illiteracy and low-level literacy,Z55.0,1,12,0.1,0.7,55
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Schooling unavailable and unattainable (Z55.1),Schooling unavailable and unattainable,Z55.1,1,7,0.1,0.4,55
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Underachievement in school (Z55.3),Underachievement in school,Z55.3,1,7,0.1,0.4,55
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Educational maladjustment and discord with teachers and classmates (Z55.4),Educational maladjustment and discord with teachers and classmates,Z55.4,1,5,0.1,0.3,55
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,"Problems related to education and literacy, unspecified (Z55.9)","Problems related to education and literacy, unspecified",Z55.9,2,9,0.1,0.5,55
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,"Unemployment, unspecified (Z56.0)","Unemployment, unspecified",Z56.0,4,19,0.2,1.1,56
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Homelessness (Z59.0),Homelessness,Z59.0,9,19,0.5,1.1,59
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Inadequate housing (Z59.1),Inadequate housing,Z59.1,8,20,0.4,1.1,59
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,"Discord with neighbors, lodgers and landlord (Z59.2)","Discord with neighbors, lodgers and landlord",Z59.2,2,9,0.1,0.5,59
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Lack of adequate food and safe drinking water (Z59.4),Lack of adequate food and safe drinking water,Z59.4,2,11,0.1,0.6,59
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Extreme poverty (Z59.5),Extreme poverty,Z59.5,7,18,0.4,1.0,59
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Low income (Z59.6),Low income,Z59.6,10,20,0.6,1.1,59
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Insufficient social insurance and welfare support (Z59.7),Insufficient social insurance and welfare support,Z59.7,7,15,0.4,0.8,59
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,"Problems related to housing and economic circumstances, unspecified (Z59.9)","Problems related to housing and economic circumstances, unspecified",Z59.9,8,12,0.4,0.7,59
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Problems of adjustment to life-cycle transitions (Z60.0),Problems of adjustment to life-cycle transitions,Z60.0,3,4,0.2,0.2,60
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Social exclusion and rejection (Z60.4),Social exclusion and rejection,Z60.4,2,9,0.1,0.5,60
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Inadequate parental supervision and control (Z62.0),Inadequate parental supervision and control,Z62.0,2,4,0.1,0.2,62
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Institutional upbringing (Z62.22),Institutional upbringing,Z62.22,4,8,0.2,0.4,62
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Personal history of physical or sexual abuse in childhood (Z62.810),Personal history of physical or sexual abuse in childhood,Z62.810,4,11,0.2,0.6,62
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Personal history of psychological abuse in childhood (Z62.811),Personal history of psychological abuse in childhood,Z62.811,4,11,0.2,0.6,62
